night_date,n_hours,err,err_mw,a_share,f_share,wb,cum_cold_h,season,month,doy,dow,holiday,below,dist,campaign_start,campaign_night2
2019-11-20,10,-0.03539000604278719,0.015199999999981628,4.951709993957213,4.9871,-3.0271430428777224,276.0,2019,11,324,2,0,1,-1.0271430428777224,1,0
2019-11-21,11,-0.10040149489901298,-9.937454545454536,4.8839621414646235,4.9843636363636366,0.8637310621932517,293.0,2019,11,325,3,0,0,2.863731062193252,0,1
2019-11-22,10,0.1283736681377053,17.620400000000007,5.124073668137705,4.9957,-7.000523653994039,297.0,2019,11,326,4,0,1,-5.000523653994039,0,0
2019-11-23,11,0.15335241150901135,17.948090909090908,5.033443320599921,4.880090909090909,-3.749421115926684,320.0,2019,11,327,5,0,1,-1.7494211159266841,0,0
2019-11-24,11,-0.10553819380062311,-9.963727272727267,4.791734533472104,4.897272727272727,-1.895402095927436,333.0,2019,11,328,6,0,0,0.10459790407256397,0,0
2019-11-25,11,-0.11867489106739706,-14.290181818181809,4.78259783620533,4.901272727272727,0.6765601138376108,339.0,2019,11,329,0,0,0,2.6765601138376107,0,0
2019-11-26,10,-0.06129069146449151,-4.777500000000003,4.870609308535508,4.931900000000001,0.3250066225265136,339.0,2019,11,330,1,0,0,2.3250066225265136,0,0
2019-11-27,11,-0.0377341384651904,-2.8621818181818317,4.875629497898446,4.913363636363636,1.3698807130847164,339.0,2019,11,331,2,0,0,3.3698807130847164,0,0
2019-11-28,11,0.017832834725625964,24.36854545454544,5.101105561998353,5.083272727272727,-5.479291270854104,351.0,2019,11,332,3,0,1,-3.4792912708541044,1,0
2019-11-29,11,0.341371231516048,44.68381818181819,5.219098504243321,4.877727272727273,-10.003944003150947,375.0,2019,11,333,4,0,1,-8.003944003150947,0,1
2019-11-30,11,0.0688200778962055,16.72754545454544,5.130638259714387,5.0618181818181816,-14.037095305451647,399.0,2019,11,334,5,0,1,-12.037095305451647,0,0
2019-12-01,11,-0.40852579174347264,-50.75445454545456,4.914292390074709,5.322818181818182,-6.422225048214435,423.0,2019,12,335,6,0,1,-4.422225048214435,0,0
2019-12-02,11,-0.4483549536496721,-64.47336363636364,4.7520086827139645,5.200363636363637,-7.175277470183789,447.0,2019,12,336,0,0,1,-5.175277470183789,0,0
2019-12-03,11,-0.11033067150870822,-18.61618181818184,5.020487510309473,5.1308181818181815,-7.909860534995451,471.0,2019,12,337,1,0,1,-5.909860534995451,0,0
2019-12-04,10,-0.33301806405615064,-48.149300000000004,4.738381935943849,5.0714,-2.6196949255493625,496.0,2019,12,338,2,0,1,-0.6196949255493625,0,0
2019-12-05,11,-0.1248351657356464,-10.785090909090895,4.991619379718899,5.116454545454546,-8.385750459980919,519.0,2019,12,339,3,0,1,-6.385750459980919,0,0
2019-12-06,11,0.03674898133471707,8.289999999999994,5.053930799516535,5.017181818181818,-8.957021621328142,543.0,2019,12,340,4,0,1,-6.957021621328142,0,0
2019-12-07,11,0.05658418912281023,16.92245454545455,4.986311461850082,4.9297272727272725,-14.41822728439148,567.0,2019,12,341,5,0,1,-12.41822728439148,0,0
2019-12-08,11,-0.4648927417452881,-53.72681818181818,4.651107258254712,5.1160000000000005,-2.0704924230180692,591.0,2019,12,342,6,0,1,-0.07049242301806924,0,0
2019-12-09,11,-0.5331726488769014,-62.39318181818181,4.78073644203219,5.313909090909092,6.594868325819305,596.0,2019,12,343,0,0,0,8.594868325819306,0,0
2019-12-10,11,-0.45151996851294024,-51.56363636363638,5.04348003148706,5.495,-5.7889445369431956,596.0,2019,12,344,1,0,1,-3.7889445369431956,0,0
2019-12-11,11,-0.246707688593221,-13.490818181818192,4.943292311406779,5.1899999999999995,-10.561270225690045,620.0,2019,12,345,2,0,1,-8.561270225690045,0,0
2019-12-12,9,-0.23100954313621724,-15.012555555555537,4.891879345752672,5.122888888888889,-8.216740555846513,646.0,2019,12,346,3,0,1,-6.216740555846513,0,0
2019-12-13,11,-0.4487807978591986,-59.16000000000002,4.59631011123171,5.045090909090908,1.8122626089817424,659.0,2019,12,347,4,0,0,3.8122626089817424,0,0
2019-12-14,11,-0.39094782686805746,-46.165727272727274,4.740324900404669,5.131272727272727,1.0946050083783196,659.0,2019,12,348,5,0,0,3.09460500837832,0,0
2019-12-15,10,-0.2720681584589852,-22.762999999999998,4.953831841541015,5.2259,-11.07123062117783,667.0,2019,12,349,6,0,1,-9.07123062117783,1,0
2019-12-16,10,-0.10825098166834853,-3.1687999999999876,4.913449018331652,5.0217,-8.674427416751891,691.0,2019,12,350,0,0,1,-6.674427416751891,0,1
2019-12-17,11,-0.1234354400232054,-24.77863636363636,4.777564559976795,4.901,-6.5877446620645825,714.0,2019,12,351,1,0,1,-4.5877446620645825,0,0
2019-12-18,11,0.1807811518630983,16.15845454545454,4.938872060954008,4.758090909090909,-17.78071170504734,738.0,2019,12,352,2,0,1,-15.780711705047342,0,0
2019-12-19,10,0.09128247658128208,16.117600000000028,4.675882476581282,4.5846,-18.030315585395158,763.0,2019,12,353,3,0,1,-16.030315585395158,0,0
2019-12-20,11,0.37109739266577846,49.63963636363635,4.912097392665778,4.541,-14.99908868294163,786.0,2019,12,354,4,0,1,-12.99908868294163,0,0
2019-12-21,11,0.14395564756393367,21.20081818181818,4.850137465745752,4.706181818181818,-8.18833384129883,810.0,2019,12,355,5,1,1,-6.18833384129883,0,0
2019-12-22,11,-0.0695217592124988,-8.901818181818179,4.685478240787501,4.755,-1.0114822529260814,826.0,2019,12,356,6,1,0,0.9885177470739186,0,0
2019-12-23,11,-0.18835957081626536,-35.904272727272726,4.714004065547371,4.902363636363637,-1.8477570666640795,826.0,2019,12,357,0,1,0,0.15224293333592054,0,0
2019-12-24,11,-0.09921017957697681,-11.212727272727266,4.819971638604842,4.919181818181818,-8.105381865364151,845.0,2019,12,358,1,1,1,-6.105381865364151,1,0
2019-12-25,11,-0.1787394411957325,-17.34154545454545,4.839078740622449,5.017818181818182,-5.230693417942835,869.0,2019,12,359,2,1,1,-3.2306934179428346,0,1
2019-12-26,11,-0.04924109496809253,0.4373636363636086,4.75848617775918,4.807727272727273,-1.2238271971017178,893.0,2019,12,360,3,1,0,0.7761728028982822,0,0
2019-12-27,11,-0.007379490406229892,2.099727272727276,4.85362050959377,4.861,1.3995152930694525,896.0,2019,12,361,4,1,0,3.3995152930694523,0,0
2019-12-28,10,0.08724479507684127,21.101999999999993,4.9204447950768415,4.8332,-4.226050474772899,900.0,2019,12,362,5,1,1,-2.226050474772899,1,0
2019-12-29,11,-0.07729746742631226,-19.48354545454546,4.791247987119142,4.868545454545455,-3.536060771068502,923.0,2019,12,363,6,1,1,-1.536060771068502,0,1
2019-12-30,10,-0.03811658575479715,5.605900000000008,4.782983414245203,4.8210999999999995,-4.421090227748608,948.0,2019,12,364,0,1,1,-2.421090227748608,0,0
2021-11-01,11,-0.08661738807385982,-9.590909090909092,4.7246553391988675,4.811272727272727,0.7571999781248117,2.0,2021,11,305,0,0,0,2.7571999781248118,0,0
2021-11-02,11,0.10621607004005096,4.53436363636364,4.8762160700400505,4.77,-1.0257705139039672,2.0,2021,11,306,1,0,0,0.9742294860960328,0,0
2021-11-03,11,0.14931383060351527,17.1570909090909,4.875950194239879,4.726636363636364,-2.9703625641546236,2.0,2021,11,307,2,0,1,-0.9703625641546236,1,0
2021-11-04,11,0.10188724407652483,13.357272727272717,4.91734178953107,4.815454545454545,-3.052384080146969,14.0,2021,11,308,3,0,1,-1.052384080146969,0,1
2021-11-05,11,0.00819781192922455,3.5744545454545626,4.800743266474679,4.792545454545455,-3.1983935962651127,26.0,2021,11,309,4,0,1,-1.1983935962651127,0,0
2021-11-06,12,-0.23011172401296687,-27.761416666666662,4.6960549426537,4.926166666666667,-2.0813588956746587,39.0,2021,11,310,5,0,1,-0.0813588956746587,0,0
2021-11-07,11,-0.18368574595704035,-27.778999999999996,4.685677890406596,4.869363636363636,0.3838606937443743,45.0,2021,11,311,6,0,0,2.3838606937443743,0,0
2021-11-08,11,-0.186464206440447,-23.431181818181816,4.701444884468644,4.887909090909091,4.149365309827869,45.0,2021,11,312,0,0,0,6.149365309827869,0,0
2021-11-09,11,-0.0917005265163578,-21.26390909090909,4.847117655301823,4.938818181818181,5.826185795996867,45.0,2021,11,313,1,0,0,7.826185795996867,0,0
2021-11-10,11,-0.06759762370921596,-4.17881818181817,4.851947830836239,4.919545454545455,-1.7087538270095004,45.0,2021,11,314,2,0,0,0.2912461729904996,0,0
2021-11-11,11,-0.18075753943492548,-20.52627272727273,4.803242460565074,4.984,2.897109514793733,50.0,2021,11,315,3,0,0,4.897109514793733,0,0
2021-11-12,11,-0.12156291227455145,-7.070272727272735,4.903891633179994,5.025454545454545,1.8057520221051924,50.0,2021,11,316,4,0,0,3.8057520221051924,0,0
2021-11-13,11,-0.013147287748290265,-2.093727272727263,4.918579984978982,4.931727272727272,-0.6931009048221318,50.0,2021,11,317,5,0,0,1.3068990951778683,0,0
